"","ID","OutcomeType","AnimalType","HasName","AgeinDays","IsMix","SimpleColor","IsNeutered","Gender"
"15997","A692666","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"16000","A666756","Adoption","Dog",1,"Less than 2 years",1,6,1,"F"
"16003","A681237","Return_to_owner","Dog",1,"Less than 2 years",1,27,0,"F"
"16004","A692857","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"16007","A665022","Adoption","Cat",0,"Less than a year",1,7,1,"F"
"16010","A680484","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"16011","A703975","Adoption","Dog",1,"Less than 2 years",1,27,1,"F"
"16012","A671139","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"16013","A709356","Return_to_owner","Cat",0,"Less than 2 years",1,3,1,"F"
"16016","A680039","Adoption","Cat",1,"Less than a year",1,4,1,"F"
"16018","A674876","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"16019","A686364","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"16021","A664467","Transfer","Dog",1,"Less than a year",1,12,1,"M"
"16024","A549098","Return_to_owner","Dog",1,"Over 3 years",1,18,1,"F"
"16025","A708998","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"16026","A690336","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"16027","A709032","Adoption","Dog",1,"Over 3 years",0,23,1,"F"
"16028","A693555","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
"16029","A688603","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"16030","A673521","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"16032","A673846","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"16033","A706027","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"16034","A664692","Transfer","Cat",1,"Over 3 years",1,4,1,"M"
"16035","A718835","Return_to_owner","Dog",0,"Less than 2 years",1,3,1,"M"
"16036","A715054","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"F"
"16037","A672239","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"16038","A673596","Euthanasia","Dog",1,"Over 3 years",1,12,1,"M"
"16040","A671371","Transfer","Cat",1,"Less than a year",1,9,1,"M"
"16041","A712748","Transfer","Cat",1,"Less than a year",1,9,0,"F"
"16043","A704958","Transfer","Dog",1,"Less than 2 years",1,8,0,"M"
"16044","A666783","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"16045","A671090","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"16048","A666908","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"16050","A706278","Transfer","Dog",1,"Over 3 years",1,2,0,"M"
"16052","A718063","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"16053","A673114","Adoption","Dog",1,"Less than 2 years",1,5,1,"M"
"16054","A676112","Euthanasia","Dog",1,"Less than a year",1,4,0,"F"
"16055","A674434","Transfer","Dog",1,"Less than a year",1,10,1,"M"
"16056","A683792","Return_to_owner","Dog",1,"Less than a year",1,6,0,"F"
"16058","A702500","Transfer","Dog",1,"Less than 3 years",1,5,1,"M"
"16061","A716573","Adoption","Dog",1,"Less than 2 years",1,5,1,"F"
"16062","A709201","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"16063","A717517","Adoption","Dog",1,"Less than a year",1,18,1,"M"
"16065","A708090","Transfer","Dog",1,"Less than 2 years",1,3,1,"M"
"16067","A667291","Transfer","Cat",0,"Less than 2 years",1,7,0,"F"
"16069","A717904","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"16070","A683523","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"16072","A683598","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"16073","A718066","Return_to_owner","Dog",1,"Less than 3 years",1,4,1,"F"
"16074","A655042","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"16075","A688334","Adoption","Dog",1,"Less than 2 years",1,20,1,"F"
"16077","A666200","Adoption","Cat",0,"Less than a year",1,14,1,"M"
"16078","A666818","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"16079","A693603","Return_to_owner","Cat",1,"Over 3 years",1,24,1,"M"
"16080","A685832","Transfer","Dog",1,"Less than a year",1,18,1,"F"
"16081","A716043","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"16082","A701762","Euthanasia","Dog",0,"Less than 3 years",1,9,0,"F"
"16087","A697880","Return_to_owner","Dog",1,"Less than 3 years",1,23,1,"F"
"16089","A666958","Adoption","Cat",1,"Less than a year",1,5,1,"F"
"16091","A679007","Transfer","Cat",0,"Less than a year",1,13,0,"M"
"16094","A698104","Adoption","Dog",1,"Less than 2 years",1,3,1,"M"
"16095","A672459","Return_to_owner","Dog",1,"Over 3 years",0,3,1,"M"
"16097","A709364","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"16099","A679304","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"16100","A714738","Return_to_owner","Dog",1,"Over 3 years",1,18,0,"M"
"16101","A707799","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"16103","A562030","Return_to_owner","Dog",1,"Over 3 years",1,26,1,"F"
"16104","A707625","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"16107","A714344","Transfer","Cat",1,"Less than a year",1,3,1,"F"
"16109","A687325","Adoption","Cat",0,"Less than a year",1,5,1,"M"
"16110","A704542","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"16111","A715518","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"16112","A705092","Transfer","Dog",1,"Less than 2 years",1,27,0,"M"
"16113","A681484","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"16114","A716833","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"16115","A671126","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"16116","A682161","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"16118","A682143","Transfer","Cat",0,"Over 3 years",1,3,0,"M"
"16119","A715341","Died","Cat",0,"Less than a year",1,5,0,"M"
"16120","A696740","Adoption","Dog",1,"Less than 2 years",0,5,1,"F"
"16122","A704544","Transfer","Cat",1,"Less than a year",1,25,1,"F"
"16124","A705850","Transfer","Cat",0,"Less than 2 years",1,5,0,"M"
"16125","A649946","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"16126","A690362","Transfer","Cat",1,"Less than a year",1,5,0,"F"
"16129","A673988","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"16130","A679493","Return_to_owner","Cat",1,"Less than a year",1,4,1,"M"
"16131","A654071","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"16132","A680274","Transfer","Cat",1,"Less than 2 years",1,9,1,"M"
"16133","A696204","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"16134","A671587","Transfer","Dog",0,"Less than a year",0,5,0,"F"
"16135","A679653","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"16137","A713531","Transfer","Dog",1,"Less than a year",1,5,1,"M"
"16138","A682868","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"16139","A664715","Return_to_owner","Dog",1,"Less than 2 years",0,26,1,"M"
"16140","A701014","Return_to_owner","Dog",1,"Less than a year",1,27,1,"F"
"16141","A634279","Return_to_owner","Cat",1,"Less than 2 years",1,7,1,"F"
"16143","A670828","Transfer","Dog",1,"Less than 3 years",1,23,1,"F"
"16144","A687759","Transfer","Dog",1,"Less than 2 years",0,13,1,"M"
"16145","A695859","Adoption","Dog",1,"Less than 2 years",1,4,1,"F"
"16146","A704846","Adoption","Dog",1,"Less than a year",1,23,1,"F"
"16147","A702445","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"16149","A415823","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"16150","A481727","Return_to_owner","Dog",1,"Over 3 years",1,23,1,"M"
"16153","A695174","Adoption","Cat",1,"Less than a year",1,7,0,"F"
"16154","A666097","Adoption","Cat",1,"Less than a year",1,16,1,"M"
"16156","A717110","Transfer","Cat",0,"Less than a year",1,4,1,"F"
"16158","A693642","Return_to_owner","Dog",1,"Less than a year",1,5,1,"M"
"16159","A674583","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"16160","A680994","Transfer","Cat",0,"Less than a year",1,3,0,"M"
"16162","A672143","Adoption","Dog",0,"Less than a year",1,26,1,"F"
"16164","A692848","Transfer","Dog",1,"Less than a year",1,5,0,"M"
"16165","A711692","Transfer","Cat",0,"Less than a year",1,13,0,"M"
"16166","A698799","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"16167","A702564","Euthanasia","Cat",0,"Less than a year",1,3,0,"F"
"16168","A680835","Transfer","Cat",0,"Less than 2 years",1,5,0,"F"
"16170","A666190","Transfer","Cat",0,"Less than 3 years",1,3,0,"F"
"16171","A717365","Return_to_owner","Dog",1,"Less than a year",1,5,1,"F"
"16173","A661383","Transfer","Cat",1,"Over 3 years",1,7,1,"F"
"16176","A694512","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"16177","A701667","Transfer","Dog",1,"Over 3 years",0,3,0,"M"
"16178","A710444","Transfer","Cat",1,"Less than a year",1,5,1,"M"
"16179","A667756","Transfer","Dog",1,"Less than a year",1,5,0,"F"
"16180","A704828","Adoption","Cat",1,"Less than a year",1,17,1,"M"
"16181","A700154","Return_to_owner","Dog",1,"Less than 3 years",0,3,1,"F"
"16182","A663824","Transfer","Dog",0,"Less than a year",1,5,1,"F"
"16184","A718567","Return_to_owner","Dog",1,"Over 3 years",1,27,0,"F"
"16186","A691884","Adoption","Dog",0,"Less than a year",0,27,1,"M"
"16187","A718149","Return_to_owner","Dog",0,"Over 3 years",1,3,1,"M"
"16188","A682160","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"16189","A667005","Transfer","Cat",0,"Less than a year",1,17,0,"M"
"16191","A679453","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"16192","A675249","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"16193","A670172","Adoption","Cat",0,"Less than a year",1,7,1,"F"
"16194","A718493","Adoption","Dog",0,"Less than a year",1,3,1,"F"
"16196","A654375","Return_to_owner","Dog",1,"Less than a year",1,8,1,"F"
"16197","A719829","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
"16199","A703862","Transfer","Cat",0,"Less than a year",1,4,0,"F"
"16200","A697378","Adoption","Dog",1,"Less than a year",1,26,1,"F"
"16202","A714405","Transfer","Dog",1,"Over 3 years",1,23,0,"F"
"16203","A702865","Return_to_owner","Dog",1,"Less than 2 years",1,27,1,"M"
"16204","A718100","Adoption","Cat",1,"Less than a year",1,9,1,"M"
"16205","A696500","Transfer","Dog",1,"Less than a year",1,5,0,"M"
"16207","A683121","Transfer","Cat",0,"Less than a year",0,4,0,"F"
"16208","A706065","Transfer","Cat",0,"Less than a year",1,7,0,"F"
"16209","A674923","Adoption","Cat",0,"Less than a year",1,3,1,"F"
"16211","A659152","Return_to_owner","Dog",1,"Over 3 years",1,18,1,"M"
"16212","A700146","Return_to_owner","Cat",1,"Less than a year",1,3,1,"M"
"16213","A677856","Transfer","Cat",0,"Less than a year",1,24,1,"F"
"16214","A690433","Adoption","Cat",1,"Less than a year",1,27,1,"M"
"16215","A681532","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"16217","A711960","Transfer","Dog",0,"Over 3 years",1,3,1,"M"
"16218","A586033","Adoption","Dog",1,"Over 3 years",1,27,1,"M"
"16219","A685788","Adoption","Dog",1,"Less than 2 years",1,27,1,"M"
"16221","A708980","Adoption","Cat",0,"Less than a year",1,4,1,"M"
"16223","A664372","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"16229","A700242","Transfer","Dog",1,"Over 3 years",1,3,0,"F"
"16230","A496789","Euthanasia","Cat",1,"Over 3 years",1,4,1,"F"
"16232","A710991","Adoption","Dog",1,"Less than a year",1,27,1,"M"
"16233","A689609","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"16235","A695576","Transfer","Cat",0,"Less than 2 years",1,3,1,"M"
"16236","A713689","Return_to_owner","Dog",1,"Less than a year",1,5,1,"F"
"16237","A682640","Adoption","Cat",1,"Less than 2 years",1,16,1,"F"
"16238","A561188","Return_to_owner","Cat",1,"Over 3 years",1,3,1,"F"
"16239","A675027","Transfer","Dog",0,"Less than 2 years",1,5,0,"M"
"16240","A690832","Transfer","Cat",0,"Less than a year",1,27,0,"F"
"16241","A677918","Euthanasia","Dog",1,"Over 3 years",1,27,1,"M"
"16243","A685203","Adoption","Cat",1,"Less than a year",1,4,1,"M"
"16244","A692690","Adoption","Dog",1,"Less than a year",1,6,1,"M"
"16245","A667874","Transfer","Cat",1,"Over 3 years",1,25,1,"F"
"16246","A715155","Transfer","Cat",0,"Less than a year",1,27,0,"M"
"16247","A708192","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"16248","A717114","Adoption","Dog",1,"Less than 3 years",1,3,1,"M"
"16249","A618691","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"F"
"16250","A711805","Adoption","Dog",1,"Less than 3 years",1,26,1,"M"
"16251","A661599","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"M"
"16252","A719020","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"16253","A667066","Euthanasia","Dog",0,"Over 3 years",0,8,0,"F"
"16254","A673410","Adoption","Dog",1,"Less than a year",1,18,1,"F"
"16255","A695656","Return_to_owner","Dog",1,"Less than a year",1,27,0,"M"
"16256","A674197","Return_to_owner","Dog",1,"Less than a year",1,8,1,"M"
"16257","A693783","Transfer","Dog",1,"Over 3 years",1,18,1,"M"
"16262","A696706","Transfer","Dog",1,"Less than 3 years",1,3,0,"M"
"16263","A687665","Transfer","Cat",0,"Less than a year",1,9,0,"M"
"16264","A638625","Transfer","Dog",1,"Less than 3 years",1,4,1,"M"
"16265","A664050","Transfer","Dog",1,"Less than a year",1,27,1,"M"
"16266","A691867","Euthanasia","Cat",0,"Less than a year",1,6,0,"M"
"16267","A704095","Transfer","Dog",1,"Less than a year",1,8,0,"F"
"16269","A674489","Euthanasia","Dog",1,"Less than 2 years",1,3,1,"F"
"16271","A665493","Return_to_owner","Dog",1,"Over 3 years",1,4,1,"M"
"16274","A717739","Transfer","Cat",1,"Less than 2 years",1,4,1,"M"
"16276","A706452","Adoption","Cat",1,"Less than a year",1,5,0,"F"
"16277","A700771","Transfer","Dog",1,"Less than a year",1,6,0,"M"
"16278","A674668","Return_to_owner","Dog",0,"Less than a year",1,27,0,"M"
"16279","A680289","Transfer","Cat",0,"Less than 2 years",1,7,1,"F"
"16280","A720884","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"16282","A720499","Adoption","Dog",0,"Over 3 years",1,18,1,"M"
"16283","A710606","Transfer","Dog",1,"Over 3 years",1,23,1,"M"
"16285","A699968","Adoption","Cat",1,"Less than 3 years",1,5,1,"F"
"16286","A523532","Return_to_owner","Dog",1,"Over 3 years",0,5,0,"F"
"16287","A715190","Adoption","Cat",1,"Over 3 years",1,5,1,"M"
"16290","A693249","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"16293","A707377","Return_to_owner","Dog",1,"Over 3 years",0,5,1,"F"
"16294","A716499","Transfer","Dog",0,"Less than a year",1,20,0,"M"
"16295","A691756","Adoption","Dog",1,"Less than a year",1,23,1,"M"
"16296","A710932","Return_to_owner","Dog",1,"Less than 2 years",1,26,0,"M"
"16298","A667544","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"16299","A679881","Adoption","Dog",1,"Over 3 years",1,3,1,"M"
"16300","A668791","Died","Dog",1,"Over 3 years",0,27,1,"M"
"16304","A703907","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"16306","A699010","Transfer","Cat",0,"Less than a year",1,4,0,"M"
"16308","A688096","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"16309","A465426","Return_to_owner","Dog",1,"Over 3 years",1,5,1,"F"
"16310","A694726","Transfer","Dog",1,"Less than a year",1,12,1,"F"
"16312","A699108","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"16314","A671725","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"16315","A704903","Transfer","Cat",1,"Less than a year",1,27,1,"M"
"16316","A685564","Adoption","Dog",1,"Less than a year",1,5,1,"F"
"16317","A689658","Adoption","Dog",0,"Less than a year",1,13,1,"F"
"16319","A676876","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"16320","A690750","Transfer","Dog",1,"Less than a year",1,3,0,"F"
"16321","A679664","Transfer","Dog",0,"Less than a year",1,3,1,"F"
"16322","A674881","Transfer","Dog",0,"Less than a year",1,3,1,"M"
"16323","A714171","Transfer","Cat",0,"Less than a year",1,16,0,"F"
"16326","A715088","Return_to_owner","Dog",1,"Less than a year",1,5,1,"F"
"16327","A680491","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"16328","A695582","Adoption","Dog",0,"Less than a year",1,23,1,"M"
"16334","A691419","Return_to_owner","Dog",1,"Over 3 years",1,27,1,"F"
"16335","A694032","Adoption","Cat",0,"Less than a year",1,3,1,"M"
"16336","A688942","Transfer","Cat",0,"Less than a year",1,5,0,"M"
"16337","A689408","Adoption","Cat",1,"Less than a year",1,3,1,"F"
"16338","A682611","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"16339","A709160","Adoption","Cat",1,"Less than a year",1,3,1,"M"
"16340","A673108","Transfer","Dog",1,"Over 3 years",1,2,1,"F"
"16341","A691298","Euthanasia","Cat",0,"Less than 2 years",1,4,0,"M"
"16342","A671253","Transfer","Dog",1,"Less than a year",1,5,1,"F"
"16343","A666764","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"16344","A684767","Adoption","Dog",0,"Less than a year",1,27,1,"M"
"16345","A692088","Return_to_owner","Dog",1,"Less than a year",1,5,1,"F"
"16346","A427442","Return_to_owner","Cat",1,"Over 3 years",0,25,1,"F"
"16347","A710963","Euthanasia","Dog",0,"Less than a year",1,23,0,"F"
"16349","A717503","Adoption","Dog",1,"Less than 2 years",1,23,1,"M"
"16350","A700083","Adoption","Dog",1,"Less than a year",1,10,1,"M"
"16351","A678777","Adoption","Cat",1,"Less than a year",1,17,1,"F"
"16352","A688952","Transfer","Cat",0,"Less than a year",1,21,0,"F"
"16353","A367438","Adoption","Dog",1,"Over 3 years",1,5,1,"F"
"16355","A717775","Transfer","Cat",0,"Over 3 years",1,3,0,"F"
"16356","A702292","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"16357","A698207","Euthanasia","Cat",0,"Over 3 years",1,4,0,"M"
"16359","A667422","Transfer","Dog",0,"Less than a year",1,3,0,"F"
"16360","A685399","Adoption","Dog",1,"Over 3 years",1,5,1,"M"
"16363","A709541","Adoption","Dog",1,"Less than a year",0,23,1,"M"
"16364","A706383","Adoption","Dog",1,"Over 3 years",1,23,1,"M"
"16365","A671716","Adoption","Dog",1,"Less than a year",1,3,1,"M"
"16370","A667597","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"16371","A669494","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"16373","A706788","Adoption","Dog",1,"Less than a year",0,5,1,"M"
"16374","A708853","Died","Cat",1,"Less than a year",1,5,0,"M"
"16375","A668610","Transfer","Cat",1,"Over 3 years",1,21,1,"F"
"16376","A690018","Adoption","Cat",1,"Less than a year",1,27,1,"F"
"16377","A701282","Transfer","Cat",1,"Over 3 years",1,25,1,"F"
"16378","A710834","Adoption","Cat",1,"Less than a year",1,21,0,"F"
"16380","A688021","Return_to_owner","Cat",1,"Over 3 years",1,5,1,"M"
"16381","A703917","Adoption","Cat",1,"Less than a year",1,5,1,"M"
"16383","A716924","Return_to_owner","Dog",1,"Less than a year",1,3,1,"F"
"16384","A445694","Adoption","Dog",1,"Over 3 years",1,27,1,"F"
"16385","A667088","Transfer","Dog",1,"Less than a year",1,27,1,"F"
"16387","A671436","Adoption","Dog",1,"Less than a year",1,26,1,"M"
"16388","A715189","Adoption","Cat",1,"Over 3 years",1,17,1,"M"
"16389","A682521","Adoption","Dog",1,"Less than a year",1,3,1,"F"
"16390","A693901","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"16391","A693684","Return_to_owner","Dog",1,"Over 3 years",0,5,1,"M"
"16393","A672008","Return_to_owner","Dog",1,"Less than a year",1,3,1,"M"
"16394","A684746","Transfer","Cat",0,"Over 3 years",1,5,0,"F"
"16395","A702465","Transfer","Cat",1,"Less than a year",1,3,0,"M"
"16397","A718094","Adoption","Dog",1,"Less than 2 years",1,18,1,"M"
"16398","A715050","Return_to_owner","Dog",1,"Less than 2 years",1,5,1,"M"
"16399","A471015","Adoption","Dog",1,"Over 3 years",0,3,1,"M"
"16400","A666439","Transfer","Dog",1,"Less than 2 years",0,27,1,"F"
"16401","A665565","Transfer","Dog",1,"Less than 3 years",1,18,1,"F"
"16402","A676440","Transfer","Cat",0,"Less than a year",1,5,0,"F"
"16404","A668634","Adoption","Dog",1,"Less than a year",1,5,1,"M"
"16406","A715588","Transfer","Dog",1,"Less than a year",0,18,0,"M"
"16408","A697667","Return_to_owner","Dog",1,"Over 3 years",1,3,1,"F"
"16409","A675038","Euthanasia","Dog",1,"Less than 2 years",1,8,0,"F"
"16410","A718059","Adoption","Dog",1,"Over 3 years",0,23,1,"F"
"16412","A691064","Transfer","Cat",0,"Less than a year",1,24,0,"F"
"16414","A673852","Transfer","Dog",1,"Less than 3 years",1,5,1,"F"
"16416","A703239","Transfer","Dog",1,"Less than 3 years",1,3,0,"F"
"16417","A674917","Transfer","Dog",1,"Less than 2 years",1,5,1,"F"
"16418","A676759","Transfer","Cat",0,"Less than a year",1,3,0,"F"
"16419","A698790","Return_to_owner","Dog",1,"Less than 2 years",1,23,1,"F"
"16420","A670044","Euthanasia","Cat",0,"Less than 3 years",1,4,0,"M"
"16421","A686914","Transfer","Dog",1,"Less than a year",1,27,1,"F"
"16422","A695734","Transfer","Dog",1,"Less than 2 years",1,3,1,"F"
"16423","A686980","Adoption","Dog",0,"Less than a year",1,5,1,"F"
"16425","A716632","Return_to_owner","Dog",1,"Less than 2 years",1,3,1,"F"
